i,j,dist,angle,frame
19,10,5.833800562240708,119.16199999863063,0
18,15,3.2400989182430826,56.23694425934507,1
15,8,7.120596885093271,30.583225620790767,1
8,18,7.923745389650023,86.82016988013584,1
15,13,4.356846795562132,23.206310984937485,1
13,11,6.6832999334161265,42.34486118462497,1
11,15,7.9143072975466415,19.138550199687444,1
5,10,3.65690429188405,35.28331418221498,1
10,9,2.171000921234259,14.081943552812783,1
9,5,2.200745328292213,49.36525773502783,1
5,15,7.2583211557494485,33.76305574065492,1
11,5,4.854261014819868,52.90160594034239,1
11,10,1.5548122073099386,17.618291758127405,1
17,18,3.9563508438964305,165.13171864150183,1
8,17,11.76553037478549,108.04811147836233,1
17,16,1.7521141515323704,3.490577496522234,1
16,18,4.546373499834786,161.6411411449797,1
19,18,5.333362354087709,155.55604521958352,1
16,19,3.5934509875605642,42.80281363543677,1
6,2,2.5061366682605306,108.32365430644849,1
2,3,1.1030453299842236,176.93450280531889,1
3,6,3.6003769247121897,74.74184288823265,1
2,5,2.3394035564647675,130.27688821021005,1
5,3,1.8640649130328069,46.65761459510881,1
2,0,2.2539609579582343,105.97042595047543,1
0,5,3.959034857133745,123.75268583931454,1
15,7,7.434913651146193,5.462299974648529,1
7,8,1.9602298334634143,25.120925646142165,1
7,6,1.7560162299933337,93.09870171733515,1
6,8,3.628396064378862,118.2196273634773,1
7,0,1.4411009680102214,95.4519300733082,1
0,6,0.7917657481856607,2.3532283559730836,1
5,7,5.009571738182816,28.300755766006343,1
5,4,1.5344696152091115,45.00000000000046,1
4,3,1.0410557141671115,1.6576145951082422,1
9,4,1.917460038697027,4.365257735027338,1
12,19,2.4807637936732307,43.29397607545765,1
19,13,3.5680758119748535,76.11278997530097,1
13,12,1.1475966190260418,32.8188138998433,1
0,1,0.7393328073337488,36.60087375070235,1
1,6,0.8440592396271716,34.24764539472929,1
1,2,1.677538971231368,142.57129970117776,1
14,13,4.1643501293719325,103.5642383637251,1
15,14,0.319126933993356,80.3579273787876,1
14,12,3.7534754561606,136.3830522635684,1
14,19,4.829456387627908,179.6770283390259,1
18,14,3.1297413631161257,24.12098311944253,1
12,16,5.568037805187748,175.8095148637295,2
16,19,3.02468147083292,92.8575041642346,2
19,12,6.392996558735191,91.332980972036,2
16,15,2.2444086080747416,23.793691846299957,2
15,19,4.980849726703265,116.65119601053456,2
10,17,4.7841188321361745,59.05516753841994,2
17,11,7.798307829266553,42.688302273344924,2
11,10,3.024533352436374,16.366865265074996,2
18,12,4.201402146902865,176.50015073382042,2
19,18,7.928396622268591,92.16686829414348,2
17,18,0.8886422227195817,17.003801070996158,2
19,17,8.757786592512973,75.16306722314734,2
4,6,5.392266777525013,19.759195487786744,2
6,0,6.405553606051547,150.21033889231322,2
0,4,4.60467436416518,130.45114340452648,2
8,6,2.6846862014023154,123.57146521614733,2
6,12,4.750522708081713,83.8152045194833,2
12,8,3.804953876198763,152.61333026436938,2
10,7,2.548854644737513,32.562522813499356,2
7,17,2.416787330320978,26.492644724920584,2
7,18,2.479203904482244,9.488843653924434,2
8,7,3.2806941338686246,14.397976815526713,2
10,8,2.9006347581176106,18.16454599797262,2
7,12,4.211029327848478,167.0113070798961,2
1,4,3.5841926566522653,117.96711550611931,2
0,1,1.8717224687436969,12.484027898407142,2
1,2,1.6633835997748683,153.30846827889442,2
2,4,3.25507112057479,88.72441621498626,2
3,4,2.635000000000002,69.39078113112251,2
2,3,2.0233361065329705,158.11519734610874,2
3,5,2.526692106292336,13.820421821455644,2
5,4,3.7241313081039453,83.21120295257818,2
14,5,4.524512128395726,55.24408744645887,2
5,13,2.57864770761731,146.68833350252314,2
13,14,2.9529486957954427,158.06757905101801,2
14,4,4.894307714069477,27.967115506119317,2
15,14,2.8706016790909885,171.89528345699327,2
13,15,4.0906747609654825,13.827704405975226,2
16,14,3.739010029406179,148.10159161069333,2
12,14,5.9826272656751724,36.08889352557727,2
6,14,7.167341557369789,47.72631099390605,2
8,9,1.747464448851536,154.01146104299704,2
9,6,2.7584089617023784,30.439995826849668,2
0,9,8.316996392929358,119.77034306546355,2
9,11,3.0775119821050265,155.8091417758947,2
11,0,10.204265039678262,84.42051515864185,2
9,10,2.9225526513649,172.1760070409696,2
8,7,1.377728928345485,32.86057639796913,3
7,10,5.45732397792178,118.76709503457509,3
10,8,6.605763695440521,85.90651863660598,3
6,8,3.0428389704353394,155.80367093056577,3
10,6,9.636521208402957,118.28981043282826,3
8,2,8.855932813656617,3.314713092249865,3
2,7,8.921510242105871,29.545863305719283,3
6,2,8.206088288581839,152.48895783831594,3
13,14,2.696166908779944,107.73606701980358,3
14,17,4.39253229925518,140.1591259270952,3
17,13,7.065049185957589,112.10480705310127,3
5,2,5.388168705599331,149.59933509717322,3
6,5,5.154557691984835,57.911707064510864,3
11,13,4.387652333537834,38.945405875345784,3
13,12,3.106283953536766,143.70222378994666,3
12,11,2.0424262532586095,177.35237033470767,3
16,15,0.952288296683309,62.16235604651666,3
15,17,0.6254318508039064,116.85997338883561,3
17,16,0.7305231002507716,54.697617342318985,3
16,0,5.391472618867689,12.47176550048829,3
0,15,5.55104404594307,49.69059054602839,3
14,16,4.142697189030354,85.4615085847762,3
0,3,1.0032606839700235,9.428033894038085,3
3,15,6.086136541353636,40.26255665199031,3
19,6,2.803150013823734,63.718834669677754,3
6,18,3.4201690016722868,49.35857419106829,3
18,19,1.34169519638404,14.360260478609442,3
5,19,2.6940536371794837,5.807127605166879,3
18,5,3.4795363196839917,8.55313287344258,3
9,16,5.557978949222459,130.56362494748174,3
14,9,3.2399521601406396,45.10211636270555,3
9,0,7.298730095023381,118.0918594469935,3
13,9,3.973471278366058,62.63395065709802,3
2,9,8.358877017877461,114.98081123309764,3
9,7,4.803373814310105,144.52667453881696,3
2,0,2.3159913644053156,3.111048213895991,3
11,9,5.484024525838666,23.68854478175222,3
9,10,5.689206007871397,25.759579504241806,3
11,10,1.2532358118087752,49.44812428599406,3
1,0,1.5495305740771923,15.491630475794171,3
2,1,0.9434919183543665,18.602678689689984,3
1,3,1.307841351234926,24.919664369832244,3
1,4,4.55114546021109,48.955779026395774,3
4,3,5.844779551018157,73.87544339622801,3
5,4,2.1199363197983065,142.842207186741,3
4,2,3.6451112465876814,67.55845771608577,3
19,7,7.39279392381527,126.72719341198567,4
7,10,5.141241581563736,102.92490975457422,4
10,19,4.709000000000001,130.34789683344013,4
7,16,7.996001563281488,132.8205525707137,4
16,6,8.049010498191686,178.87259620260298,4
6,7,2.7634118404609924,48.30685122668383,4
17,19,5.524508756441609,130.66488957131116,4
19,18,7.873798638522579,91.7962489004939,4
18,17,2.6543763862723013,137.53886152819496,4
16,17,3.191090722621342,136.7582487300392,4
18,16,4.042707261229781,85.70288974176586,4
17,7,8.60750306418766,3.9376961593255824,4
6,2,4.0202251180748565,94.1214457036087,4
2,5,3.6150986155290408,169.88240574210522,4
5,6,4.196307424391115,75.76096003849648,4
2,4,3.151624977690077,136.15946189503293,4
4,5,0.7820038363077263,53.958132362861924,4
11,15,0.42785628428246786,68.55920396507165,4
15,18,6.064526444826504,10.748863688943556,4
18,11,6.445531165078638,79.30806765401523,4
15,16,4.575832274024037,74.95402605282229,4
8,7,1.470462512272926,114.34137029835333,4
6,8,3.3382517879872395,162.64822152503717,4
5,8,6.1387530492763736,121.59081843646638,4
9,8,2.1222709534835555,145.67895584890698,4
5,9,6.873026480379657,24.088137412440627,4
9,10,5.11063410938408,2.945235901834551,4
10,8,5.066928556828092,142.73371994707247,4
1,0,1.797732182501054,77.55505369586622,4
0,4,5.856962437987799,1.9064584248937293,4
4,1,4.062064745914322,75.64859527097242,4
2,1,1.6937443726843788,60.51086662406046,4
15,13,3.8382113021562527,123.11379627059205,4
13,16,2.749731805103909,161.93217767658572,4
13,6,7.236996960065687,19.195226120811824,4
1,3,1.4980457269389333,45.31288072953489,4
3,0,2.3895694172800255,32.24217296633134,4
2,3,1.2263967547249957,105.82374735359537,4
6,3,4.645916163686124,160.05480694279598,4
13,3,6.404663613336769,179.25003306360827,4
3,14,6.040839180113969,106.37050658757133,4
14,0,5.346684954249688,74.12833362123997,4
13,14,4.329712461584487,72.87952647603646,4
12,15,2.2896307562574356,42.836286975944454,4
11,12,2.2233330834582565,111.39549094101609,4
14,12,2.5593930921216463,7.397982818610999,4
11,14,4.708676778034356,118.79347375962725,4
12,13,3.0881847418831665,80.2775092946476,4
2,17,6.637354894835744,169.5620092588633,5
17,5,7.0074150012683,85.33314162856095,5
5,2,3.8676123125256487,105.10484911257574,5
2,6,6.111270408024834,60.25138531357028,5
6,17,4.2739136631429515,130.1866054275664,5
4,0,2.27088286796127,166.73078714395623,5
0,5,3.3442363851857118,140.8801625258827,5
5,4,4.3270890908323105,52.38905033016106,5
0,2,0.7820038363077246,35.775313413306975,5
2,3,0.8571697614825194,137.1742976456329,5
3,6,6.226865182417234,76.9229123320626,5
0,3,1.3005575727356318,172.94961105893992,5
18,17,0.4822333460058516,145.01732115137003,5
6,18,3.9231957636600296,84.79607342106355,5
11,18,5.190905990287245,50.350462779931,5
6,11,4.411490677764149,135.14653620099455,5
11,17,5.666265789741954,94.66685837143906,5
10,11,3.3712620782134404,147.38846315330804,5
6,10,1.6993463449220703,77.4650006456974,5
3,19,4.761166243684418,83.40964027896689,5
19,6,6.710157822287044,6.486727946904281,5
19,4,6.393535563363981,103.72924207607082,5
4,16,6.787957351074033,97.98317762118472,5
16,19,4.795636558372621,158.28758030274446,5
3,4,2.698454557705206,20.319601797103903,5
1,0,0.93348219051035,89.41608820650598,5
4,1,1.5345683432157715,103.85312464953782,5
3,1,1.228054151900477,83.5335228524339,5
8,9,0.9646595254285326,15.508682452289058,5
9,7,1.3762227290667755,99.41098191754351,5
7,8,1.1803156357517286,114.91966436983259,5
8,10,4.448744204829041,97.69187247685936,5
10,9,5.0890864602598365,113.20055492914844,5
11,8,5.027550198655405,114.91966436983259,5
7,11,5.589573328976016,0.0,5
12,10,6.4876557399418155,132.13334445025023,5
6,12,7.056385264425405,150.4016549040524,5
19,12,5.143153215683935,143.9149269571481,5
12,9,5.311574719421727,114.66610062060136,5
9,13,6.614538910611985,153.56849247093695,5
13,7,7.990541533588321,107.02052561151955,5
12,13,1.326205489356758,91.76540690846171,5
19,13,4.7148590647017246,124.31966613439022,5
14,13,3.7127439987157755,40.4492184202652,5
19,14,2.3496425260026266,164.7688845546554,5
14,15,1.8099262415910764,66.57130719125435,5
15,13,4.292200018638462,107.02052561151955,5
16,14,4.320306702075675,36.94353514260014,5
16,15,4.319559352526597,29.627772048654226,5
16,15,2.070170041325108,78.45460905606045,6
15,18,4.196932332073033,14.953700041431182,6
18,16,4.858650532812582,63.50090901462924,6
0,3,4.0499728394151,53.92249480944434,6
3,1,4.584778293440152,41.43846691103698,6
1,0,1.813321813688901,12.484027898407378,6
15,17,4.789118186054716,163.75200033533608,6
17,14,3.810472411657116,114.23644064724984,6
14,15,4.717407444773029,82.01155901741413,6
3,17,5.500285083520671,11.13448172950648,6
17,1,5.501570684813563,52.57294864054342,6
3,14,4.8167329176527955,125.37092237675625,6
17,16,5.914737948548525,117.7933906086035,6
16,1,11.349004405673652,170.36633924914702,6
19,7,6.6154157087820264,130.62364961051597,6
7,6,5.536833481332086,124.16518139361808,6
6,19,12.15223148232455,105.21116899586598,6
2,3,0.4050209871105428,93.56153308896342,6
0,2,4.162151607041724,147.48402789840776,6
0,6,8.069939343018632,87.27285890254139,6
6,2,5.591908171635154,60.21116899586636,6
4,2,3.422867219159985,42.40528976120535,6
6,4,2.5494903412250847,17.805879234660974,6
2,14,5.061925522960605,31.80938928779284,6
13,15,4.095441612329494,176.65689526205443,6
14,13,5.756399656035012,101.3315457205315,6
12,13,1.7393148076182168,62.996391960787534,6
14,12,5.447887755818762,38.33515375974396,6
13,18,1.644343333978643,168.38940469651442,6
13,11,3.461693949499292,54.267037729680396,6
11,18,4.478969747609379,114.12236696683404,6
12,11,2.2569388560614603,8.729354231107163,6
10,12,3.1180538802272166,53.16848198875492,6
14,10,3.993526887351581,91.50363574849887,6
7,10,5.434724004031852,124.68210392877839,6
14,7,6.965349811746716,143.81426032272273,6
10,11,4.236780499388657,44.43912775764779,6
5,7,3.2570024562471547,118.33883936406244,6
14,5,6.7158103755243115,97.84690031321486,6
2,5,3.912349805423845,66.037511025422,6
4,5,0.9851461820460959,23.632221264216646,6
6,5,3.0138646286786015,5.826342029555626,6
9,7,4.715961407814954,58.22133624427084,6
19,9,3.129896004662136,171.15501414521322,6
9,10,1.9589928534836452,66.46076768450759,6
9,11,4.247974811601406,110.89989544215537,6
11,8,4.044912854438273,32.227247993027376,6
8,19,0.3350358189805987,92.48236669608524,6
19,11,4.303204968392743,60.25511870305786,6
8,9,2.843000175870553,78.672647449128,6
18,14,5.327513585153959,30.190417018127075,7
14,17,5.922082066300669,139.1071724582909,7
17,18,7.1074451809352714,108.91675544016384,7
5,15,5.612980046285575,0.0,7
15,8,6.122360737493342,71.64114114497977,7
8,5,3.049911474125109,71.64114114497977,7
5,14,6.516799597962178,16.534837857345277,7
14,16,8.591512672399428,67.875029603255,7
16,5,7.554141182159625,51.34019174590975,7
16,15,3.7061627055486905,51.34019174590975,7
14,19,4.929158650317515,55.66886671561884,7
19,16,9.128567302704187,12.206162887636113,7
19,18,0.8156776324014275,85.85928373374591,7
18,16,9.9431462324558,98.06544662138205,7
0,7,1.9588006534611937,153.37149837320902,7
7,8,2.462722477259669,36.730357228229174,7
8,0,4.406544451154441,116.64114114497984,7
14,12,5.845328818809085,19.762938352708296,7
12,17,4.423385694239198,119.34423410558261,7
12,13,1.823803169204396,93.0292016500214,7
13,17,5.889875465576497,26.315032455561198,7
12,11,3.147425932408894,46.54186365651195,7
11,13,3.371594874832979,139.57106530653334,7
6,5,2.6012923711109432,6.683864108033992,7
8,6,0.8356662013028884,78.32500525301373,7
7,6,1.8569868066305706,115.05536248124291,7
7,5,3.8178394413594705,108.37149837320894,7
10,12,4.782739486946783,132.8960781524183,7
14,10,3.195342235191718,152.65901650512663,7
5,10,4.398362081502614,169.19385436247185,7
3,10,5.00651994902647,99.08928569723751,7
5,3,4.735646207224522,70.10456866523435,7
7,2,2.4615937926473563,12.383349997433331,7
2,5,4.413229429794014,95.98814837577558,7
2,3,0.6137141028198718,166.09271704100993,7
0,2,1.9267921527762146,140.98814837577564,7
4,13,4.665394302735838,154.15508264219196,7
11,4,2.1425452153921976,66.27385205127473,7
12,9,3.6276412446657385,143.70222378994646,7
9,11,1.0926284821475227,169.75591255354163,7
10,9,2.0642180117419757,10.806145637528118,7
9,4,2.6688920922360277,103.48206050226689,7
3,9,3.85629692840165,109.89543133476565,7
3,4,2.067973162301677,146.62250816296748,7
1,4,3.276901737922576,58.48206050226705,7
3,1,1.9484029357399357,154.89543133476548,7
1,2,1.9219034835287645,39.0118516242246,7
0,1,1.545064723563385,180.0,7
1,13,7.729757887540853,95.67302213992488,7
18,2,9.66640972647032,86.7507835628441,8
2,1,2.9574551560421,161.39732131031005,8
1,18,12.295303168283409,74.646537747466,8
5,2,4.2951401606932444,143.7951077660611,8
18,5,7.121608807004215,129.45410867109482,8
0,19,3.717875334112212,53.06459203211037,8
19,1,5.9252615976005645,133.59110988160293,8
1,0,2.2160726522386405,80.52651784949256,8
2,0,3.12039821176721,118.07616084019737,8
0,4,4.839360391622016,146.7250332327755,8
4,19,5.570301607633108,160.21037473511416,8
6,18,6.122341055511363,44.36706309274533,8
18,13,7.941213320393805,173.02379852802915,8
13,6,5.275498554639175,128.65673543528385,8
6,5,3.400097057438214,85.08704557834949,8
7,4,5.710565033339522,83.62305648927054,8
4,5,2.0341103706534707,121.00608630691174,8
5,7,4.811558167579398,37.38302981764121,8
6,7,2.8159573860412035,47.70401576070829,8
3,0,3.9301157743761195,89.09017769555922,8
2,3,1.7235396717221225,28.985983144638155,8
3,4,1.5481165976760272,124.1847890716653,8
5,3,2.757480734293531,114.80912462142297,8
17,15,3.0044184129378517,19.32095008863644,8
15,13,3.90570096141525,85.32448442580446,8
13,17,6.787969504940341,66.003534337168,8
17,8,2.917599698382215,125.12917903457493,8
8,15,2.0540520928155646,105.8082289459385,8
7,15,2.1715554333242326,4.371764751228689,8
8,7,0.33038916447123295,110.17999369716738,8
4,12,5.152070069399289,146.68352147393765,8
12,19,2.034382953133455,13.526853261176544,8
11,12,1.424496051240579,35.467833316802704,8
4,11,4.555924604292745,177.8486452092596,8
12,10,3.0154286594114605,26.565051177077994,8
10,19,5.046209666670618,40.0919044382545,8
11,10,2.034832916973772,62.032884493880694,8
9,11,3.5364921885959246,125.61981115536649,8
4,9,5.84987965688184,56.53154363537385,8
7,9,4.407108462472871,140.1546001246444,8
8,9,4.2282332007589165,29.97460642747703,8
9,10,2.411655033374384,63.58692666148583,8
9,16,2.4254174898355134,27.724077675624358,8
16,10,4.42742024208229,35.862848985861454,8
17,9,3.774043984905315,155.10378546205195,8
17,16,2.09483603176955,177.17213686232392,8
14,7,2.7694223224347705,132.11302515933903,8
6,14,2.9084765771791945,84.40900939863073,8
14,15,1.9161557869860162,127.74126040811014,8
13,14,2.758443945415605,146.93425516608545,8
3,0,3.1724402279633264,84.24765099001698,9
0,12,7.341317661019717,12.262616780145905,9
12,3,4.940657648532227,96.51026777016291,9
14,15,3.4873584559090003,56.09012877158365,9
15,16,4.076710561224576,120.96375653207348,9
16,14,7.1059007873738285,64.87362776048982,9
14,13,1.1450982490598791,27.624966628928874,9
13,15,4.0664000049183535,28.46516214265475,9
9,15,4.746402532444968,6.316985680142247,9
13,9,3.8640419252383866,34.782147822796986,9
15,17,6.031837613861964,78.7388298797498,9
17,16,3.252491045337405,160.29741358817674,9
18,10,4.396011032743207,17.28742102835056,9
10,12,2.12731285898431,76.77889774645533,9
12,18,5.8107576958603255,94.0663187748059,9
0,1,0.8069721184774603,16.32893555495181,9
1,8,9.900171816690861,75.13171864150203,9
8,0,10.653933076568483,91.46065419645386,9
1,7,5.706479913221459,19.808491353513997,9
7,8,4.365387153506549,55.323227287988054,9
3,1,2.7763258094107033,100.57658654496879,9
7,19,5.157689114322421,22.482372645924052,9
19,8,3.070593753657424,32.840854642063995,9
19,9,4.272772987182914,35.97387831929579,9
13,19,6.618225215267307,70.75602614209281,9
9,6,4.671628088793028,164.27203240231484,9
6,5,1.9618078397233518,56.78307456399903,9
5,9,4.74940638396,107.48895783831578,9
19,6,5.085572730774773,128.298154083019,9
7,6,2.1416248504348276,150.78052672894304,9
4,3,2.481351446288897,75.86188036606798,9
12,4,4.221300865846925,172.37214813623086,9
10,4,3.0448903100111844,110.84895411731382,9
2,6,4.14851937442746,79.84321333625326,9
7,2,4.7673013330394785,129.3762599348037,9
2,1,2.7386392606548244,109.5677685812897,9
3,2,1.1383365056080745,8.991182036320906,9
2,5,3.4317209968177766,136.62628790025227,9
2,4,2.604666773312854,66.87069832974704,9
4,5,3.0659739072601377,69.75558957050524,9
11,10,2.207663923698533,37.89920873159409,9
18,11,4.619820018139235,55.18662975994464,9
11,4,2.2830078843490664,148.7481628489079,9
17,11,5.838430782324991,43.92545963969443,9
18,17,1.9417458639070155,11.261170120250181,9
15,11,6.910764140093336,34.81337024005537,9
11,5,3.9549595446729917,78.99257327840265,9
11,9,6.944387661990077,28.496384559913125,9
14,9,5.9678129997512475,115.49921884691024,10
9,15,8.899979157278965,47.99631762980697,10
15,14,2.932525362209169,163.49553647671718,10
14,8,5.699684289502356,139.27551670123373,10
8,9,1.5632418239031343,105.22526445185603,10
14,12,6.304568264361961,45.11247684709905,10
12,8,7.1714189669827535,94.16303985413468,10
10,9,3.7122050051148845,51.7890786264071,10
8,10,4.202985248606043,157.01434307826315,10
12,17,5.693943185526179,168.1145128454506,10
17,19,4.612374876351663,75.46418150200569,10
19,12,3.304546111041576,116.42130565254372,10
13,12,2.680503310947405,107.21682823758553,10
19,13,2.3833021210077416,136.36186610987073,10
13,11,4.433666315815838,50.16330681437392,10
11,12,4.749015161062345,157.38013505195946,10
12,7,3.4491101751031366,103.4075084370633,10
7,8,5.6472011651790845,9.244468582928608,10
7,11,3.9011662358838293,53.97262661489618,10
11,6,5.354696816814188,166.01970942396733,10
6,7,5.103570906727956,112.04708280907117,10
14,16,0.48795491595023494,44.62254863081988,10
16,12,6.327165637155391,0.4899282162794845,10
16,17,3.685285877649115,168.60444106172977,10
15,16,2.4450449893611386,151.8819148924629,10
15,17,2.1763476284821777,16.72252616926688,10
3,1,2.42321294978382,31.8984083893068,10
1,18,6.4358750764756145,82.97410291768514,10
18,3,6.742501983685284,114.87251130699195,10
10,3,6.1879121680903,93.79724788043833,10
18,10,3.4338328439223718,21.0752634265536,10
0,2,2.0482482759665643,34.486230405695686,10
2,6,2.3591239899589853,19.143597390406104,10
6,0,2.528981810927078,53.62982779610179,10
1,2,2.2837359742316976,142.93828479631975,10
0,1,1.357717570041722,108.45205439062408,10
3,2,0.8687629135730875,174.83669318562647,10
7,5,3.1930452549251487,31.352761666855525,10
5,8,4.471484429135363,40.59723024978415,10
5,2,2.5316002844051035,162.5434418663328,10
3,5,2.0658075902658504,22.619864948040664,10
6,5,4.170157071382325,143.39984447592673,10
4,10,5.473228297814737,143.17359826992254,10
8,4,4.371492308125454,13.840744808340613,10
5,4,0.585670555858837,26.756485441443527,10
4,3,1.7924444203377685,49.37635038948418,10
11,5,5.5758380536023475,31.196875505918392,11
5,16,6.718760748828611,98.70537993631692,11
16,11,7.404971843295557,67.50850443039852,11
4,9,11.365993181416219,143.40291591290952,11
9,19,13.847152559280914,156.71393508177698,11
19,4,2.4841105047883842,13.311019168867404,11
4,7,7.201756730131891,116.17812330888583,11
7,9,5.148440637707695,100.41896077820464,11
10,7,3.590122142768962,40.879058122536186,11
7,11,3.82464769619373,142.1940820000936,11
11,10,1.0586089929714373,176.92685987737008,11
12,4,3.6176735618350078,56.02952539974144,11
19,12,1.9297017904329155,42.71850623087399,11
14,12,5.192329149813212,49.51266837715588,11
12,13,5.345932753037584,47.281493769125746,11
13,14,3.307708118924643,2.231174608030115,11
3,7,5.726120501700954,74.887629751539,11
4,3,1.6264673375140375,41.29049355734686,11
7,8,4.851878502188612,143.49075375053476,11
8,9,1.2110598663980223,116.09028547126059,11
10,8,3.5024736972602675,175.63018812692894,11
11,8,4.560963165823642,1.2966717504413685,11
5,15,5.095146023422685,159.98850112189461,11
15,16,3.8580675214412716,101.30611894178848,11
15,17,3.157057015639723,4.320652927054528,11
17,16,1.7169391369527345,96.98546601473411,11
15,18,4.4423599584004885,80.0420519234511,11
18,17,4.092101782702869,84.36270485050548,11
15,13,3.9646159965373697,61.85839876773806,11
13,18,2.802610568737655,18.183653155713056,11
15,14,1.2792204657524844,59.62722415970793,11
3,6,5.103821019589146,85.01858650450234,11
6,7,0.7081588804781022,159.90621625604132,11
0,6,2.6045256765868134,104.41721854730575,11
3,0,2.654074791711793,170.56419494819193,11
0,5,0.9159328578012691,153.32622830917188,11
5,6,1.882059775883859,48.909009761866095,11
11,6,4.206646764348061,17.71213425594773,11
2,0,1.5057161087004411,124.05097403191941,11
3,2,2.068000967117761,65.3848310198887,11
15,2,3.952885654809663,170.73624460085298,11
2,14,3.5449310289482376,129.63653123943914,11
5,2,2.171561650057395,29.27525427725247,11
2,1,1.4980100133176673,3.5090265886163734,11
1,14,3.3542167491085007,133.14555782805542,11
3,1,1.5201559130562896,68.89385760850499,11
1,12,3.980795900319432,83.63288945089955,11
1,4,2.5778413450016675,27.60336405115814,11
